doi,issue,journal.id,journal.title,title,type,volume,year,open_access_types
10.5194/acp-2018-1022,,jour.1047552,Atmospheric Chemistry and Physics Discussions,The potential role of methanesulfonic acid (MSA) in aerosol formation and growth and the associated radiative forcings,article,,2018,Pure Gold
10.1371/journal.pone.0198539,11,jour.1037553,PLoS ONE,"Pink shrimp Farfantepenaeus duorarum spatiotemporal abundance trends along an urban, subtropical shoreline slated for restoration",article,13,2018,Pure Gold
10.3390/jmse6040131,4,jour.1047907,Journal of Marine Science and Engineering,Improvements for the Eastern North Pacific ADCIRC Tidal Database (ENPAC15),article,6,2018,Pure Gold
10.1021/acs.est.8b03535,21,jour.1012116,Environmental Science & Technology,Methane Emissions from Natural Gas Production Sites in the United States: Data Synthesis and National Estimate.,article,52,2018,Hybrid
10.1371/journal.pone.0206829,11,jour.1037553,PLoS ONE,Summering on the bank: Seasonal distribution and abundance of monkfish on Georges Bank,article,13,2018,Pure Gold
10.1080/16742834.2018.1528136,6,jour.1140889,Atmospheric and Oceanic Science Letters,"Continuous observation of black carbon aerosol during winter in urban Beijing, China",article,11,2018,Bronze
10.1371/journal.pone.0205127,11,jour.1037553,PLoS ONE,Large river habitat complexity and productivity of Puget Sound Chinook salmon,article,13,2018,Pure Gold
10.2112/jcoastres-d-17-00211.1,6,jour.1137383,Journal of Coastal Research,Estimating Coastal Digital Elevation Model Uncertainty,article,34,2018,Bronze
10.1007/s00382-018-4109-3,10-Sep,jour.1049631,Climate Dynamics,On the seasonal prediction of the western United States El Niño precipitation pattern during the 2015/16 winter,article,51,2018,Hybrid
10.1121/1.5078606,5,jour.1081893,The Journal of the Acoustical Society of America,Acoustically relevant properties of four crude oils at oceanographic temperatures and pressures.,article,144,2018,Hybrid
10.1175/jpo-d-18-0057.1,11,jour.1043113,Journal of Physical Oceanography,The dynamics of shelf forcing in Greenlandic fjords The dynamics of shelf forcing in Greenlandic fjords,article,48,2018,"Green, Submitted"
10.1002/qj.3253,S1,jour.1052095,Quarterly Journal of the Royal Meteorological Society,How well were the early 2017 California Atmospheric River precipitation events captured by satellite products and ground‐based radars?,article,144,2018,Bronze
10.1002/lno.10953,6,jour.1126634,Limnology and Oceanography,Effect of hydrological variability on the biogeochemistry of estuaries across a regional climatic gradient,article,63,2018,Bronze
10.1126/sciadv.aav0118,11,jour.1051517,Science Advances,Western U.S. lake expansions during Heinrich stadials linked to Pacific Hadley circulation,article,4,2018,Pure Gold
10.1111/conl.12587,6,jour.1050123,Conservation Letters,Risk‐sensitive planning for conserving coral reefs under rapid climate change,article,11,2018,Pure Gold
10.1002/qj.3270,S1,jour.1052095,Quarterly Journal of the Royal Meteorological Society,A hybrid snowfall detection method from satellite passive microwave measurements and global forecast weather models,article,144,2018,Bronze
10.1016/j.rsma.2018.06.011,Mar. Fish. Rev. 53 1991,jour.1145522,Regional Studies in Marine Science,"Temporal dynamics of lipid and fatty acid characteristics of Gulf Menhaden, Brevoortia patronus, in the northern Gulf of Mexico",article,24,2018,Hybrid
10.1002/ece3.4522,21,jour.1045551,Ecology and Evolution,Taxonomy‐based hierarchical analysis of natural mortality: polar and subpolar phocid seals,article,8,2018,Pure Gold
10.1029/2018ea000415,11,jour.1148455,Earth and Space Science,"Distribution of CO2 in Western Pacific, Studied Using Isotope Data Made in Taiwan, OCO‐2 Satellite Retrievals, and CarbonTracker Products",article,5,2018,Pure Gold
10.1175/jpo-d-17-0090.1,11,jour.1043113,Journal of Physical Oceanography,"Shelf Cross-Shore Flows under Storm-driven Conditions: Role of Stratification, Shoreline Orientation, and Bathymetry",article,48,2018,"Green, Published"
10.1007/s00382-018-4074-x,10-Sep,jour.1049631,Climate Dynamics,Impact of model resolution on simulating the water vapor transport through the central Himalayas: implication for models’ wet bias over the Tibetan Plateau,article,51,2018,Hybrid
10.1534/g3.118.200458,11,jour.1045560,"G3: Genes, Genomes, Genetics","Characterization of Genetic and Epigenetic Variation in Sperm and Red Blood Cells from Adult Hatchery and Natural-Origin Steelhead, Oncorhynchus mykiss",article,8,2018,Pure Gold
10.1016/j.rse.2018.08.010,Glob. Biogeochem. Cycles 22 GB3001 2008,jour.1045931,Remote Sensing of Environment,Bio-optical discrimination of diatoms from other phytoplankton in the surface ocean: Evaluation and refinement of a model for the Northwest Atlantic,article,217,2018,Hybrid
10.1139/cjz-2017-0309,11,jour.1017394,Canadian Journal of Zoology,Morphological characteristics of harbor seal (Phoca vitulina) whiskers and their use in dietary reconstruction using stable isotope ratios,article,96,2018,"Green, Accepted"
10.1002/lno.10959,6,jour.1126634,Limnology and Oceanography,High‐turbidity events in Western Lake Erie during ice‐free cycles: Contributions of river‐loaded vs. resuspended sediments,article,63,2018,Bronze
10.1002/qj.3287,S1,jour.1052095,Quarterly Journal of the Royal Meteorological Society,Precipitation measurements from the Tropical Moored Array: A review and look ahead,article,144,2018,Bronze
10.1016/j.envsoft.2018.08.015,EOS Trans. Am. Geophys. Union 82 18 2001,jour.1134509,Environmental Modelling & Software,Mobile device application for monitoring cyanobacteria harmful algal blooms using Sentinel-3 satellite Ocean and Land Colour Instruments,article,109,2018,Hybrid
10.1002/tafs.10098,6,jour.1083163,Transactions of the American Fisheries Society,Short‐Term Pain and Long‐Term Gain: Using Phased‐In Minimum Size Limits to Rebuild Stocks—the Pacific Bluefin Tuna Example,article,147,2018,Hybrid
10.1139/cjfas-2017-0316,11,jour.1123393,Canadian Journal of Fisheries and Aquatic Sciences,Habitat suitability modeling based on a spatiotemporal model: an example for cusk in the Gulf of Maine,article,75,2018,"Green, Accepted"
10.1002/ecs2.2487,11,jour.1047660,Ecosphere,Fluctuating fishing intensities and climate dynamics reorganize the Gulf of Mexico's fisheries resources,article,9,2018,Pure Gold
10.1016/j.atmosres.2018.06.020,Geophys. Res. Lett. 34 2007,jour.1031343,Atmospheric Research,Improved meteorology and surface fluxes in mesoscale modelling using adjusted initial vertical soil moisture profiles,article,213,2018,"Green, Published"
10.1029/2018ms001302,11,jour.1141598,Journal of Advances in Modeling Earth Systems,The Impact of Hybrid Usage of a Cumulus Parameterization Scheme on Tropical Convection and Large‐Scale Circulations in a Global Cloud‐System Resolving Model,article,10,2018,Pure Gold
10.1016/j.marchem.2018.11.003,J. Sep. Sci. 30 14 2007,jour.1120881,Marine Chemistry,"Marine colloids, agents of the self-cleansing capacity of aquatic systems: Historical perspective and new discoveries",article,207,2018,Hybrid
10.1111/ele.13139,11,jour.1029542,Ecology Letters,The ecohydrological context of drought and classification of plant responses,article,21,2018,Bronze
10.1016/j.jastp.2017.08.027,J. Geophys. Res. 112 2007,jour.1137251,Journal of Atmospheric and Solar-Terrestrial Physics,IMF-driven change to the Antarctic tropospheric temperature due to the global atmospheric electric circuit,article,180,2018,"Green, Submitted"
10.1016/j.ecss.2018.06.023,Ocean Dynam. 66 5 2016,jour.1120689,Estuarine Coastal and Shelf Science,Hydrodynamic modelling of tidal-fluvial flows in a large river estuary,article,212,2018,Hybrid
10.1007/s10236-018-1203-3,11,jour.1051929,Ocean Dynamics,Mesoscale and submesoscale mechanisms behind asymmetric cooling and phytoplankton blooms induced by hurricanes: a comparison between an open ocean case and a continental shelf sea case,article,68,2018,"Green, Published"
10.1029/2017ja025161,11,jour.1052087,Journal of Geophysical Research Space Physics,Responses of Nitrogen Oxide to High‐Speed Solar Wind Stream in the Polar Middle Atmosphere,article,123,2018,"Green, Published"
10.1002/gdj3.59,2,jour.1153343,Geoscience Data Journal,Shipboard automated meteorological and oceanographic system data archive: 2005–2017,article,5,2018,Pure Gold
10.1002/tafs.10104,6,jour.1083163,Transactions of the American Fisheries Society,Habitat‐Specific Reproductive Potential of Red Snapper: A Comparison of Artificial and Natural Reefs in the Western Gulf of Mexico,article,147,2018,Bronze
10.1175/jcli-d-18-0241.1,21,jour.1312082,Journal of Climate,Impacts of Atmospheric Reanalysis Uncertainty on Atlantic Overturning Estimates at 25°N,article,31,2018,Hybrid
10.1155/2018/7161328,,jour.1139499,Advances in Meteorology,Assessments of GMI-Derived Precipitable Water Vapor Products over the South and East China Seas Using Radiosonde and GNSS,article,2018,2018,Pure Gold
10.3390/rs10111710,11,jour.1049580,Remote Sensing,Detection and Description of the Different Ionospheric Disturbances that Appeared during the Solar Eclipse of 21 August 2017,article,10,2018,Pure Gold
10.1007/s10584-018-2307-y,,jour.1028211,Climatic Change,A framework for national climate indicators,article,,2018,Hybrid
10.3389/fbuil.2018.00061,,jour.1152860,Frontiers in Built Environment,Leveraging Remote-Sensing Data to Assess Garage Door Damage and Associated Roof Damage,article,4,2018,Pure Gold
10.5194/acp-18-15419-2018,20,jour.1033685,Atmospheric Chemistry and Physics,A comprehensive organic nitrate chemistry: insights into the lifetime of atmospheric organic nitrates,article,18,2018,Pure Gold
10.3389/fmars.2018.00393,,jour.1050424,Frontiers in Marine Science,Comparison of Spatial and Temporal Genetic Differentiation in a Harmful Dinoflagellate Species Emphasizes Impact of Local Processes,article,5,2018,Pure Gold
10.5194/hess-22-5559-2018,10,jour.1137339,Hydrology and Earth System Sciences,Evaluating and improving modeled turbulent heat fluxes across the North American Great Lakes,article,22,2018,Pure Gold
10.1073/pnas.1805953115,43,jour.1082971,Proceedings of the National Academy of Sciences,Mountain snowpack response to different levels of warming,article,115,2018,Bronze
10.1073/pnas.1802379115,43,jour.1082971,Proceedings of the National Academy of Sciences,Bottom trawl fishing footprints on the world’s continental shelves,article,115,2018,Hybrid
10.3390/min8100460,10,jour.1052362,Minerals,"Mineral Phase-Element Associations Based on Sequential Leaching of Ferromanganese Crusts, Amerasia Basin Arctic Ocean",article,8,2018,Pure Gold
10.1029/2018gl079180,19,jour.1126650,Geophysical Research Letters,Transient Response of the Gulf Stream to Multiple Hurricanes in 2017,article,45,2018,"Green, Published"
10.3390/geosciences8100379,10,jour.1320082,Geosciences,"Where, What, When, and Why Is Bottom Mapping Needed? An On-Line Application to Set Priorities Using Expert Opinion",article,8,2018,Pure Gold
10.3390/atmos9100403,10,jour.1045241,Atmosphere,Upper Tropospheric Water Vapor Transport from Indian to Sahelian Regions,article,9,2018,Pure Gold
10.1029/2018jd028934,19,jour.1126745,Journal of Geophysical Research Atmospheres,Hurricane Warm‐Core Retrievals from AMSU‐A and Remapped ATMS Measurements with Rain Contamination Eliminated,article,123,2018,Hybrid
10.1029/2018gl079956,19,jour.1126650,Geophysical Research Letters,The Impact of Process‐Based Warm Rain Constraints on the Aerosol Indirect Effect,article,45,2018,Hybrid
10.1029/2018gl079750,19,jour.1126650,Geophysical Research Letters,A Baseline for the Predictability of U.S. Cloud‐to‐Ground Lightning,article,45,2018,Hybrid
10.1063/1.5053652,14,jour.1017736,The Journal of Chemical Physics,Communication: Nucleation rates of supersaturated aqueous NaCl using a polarizable force field.,article,149,2018,Bronze
10.3390/rs10101633,10,jour.1049580,Remote Sensing,"Measurement Characteristics of Near-Surface Currents from Ultra-Thin Drifters, Drogued Drifters, and HF Radar",article,10,2018,Pure Gold
10.1371/journal.pone.0205176,10,jour.1037553,PLoS ONE,Dynamic responses and implications to coastal wetlands and the surrounding regions under sea level rise,article,13,2018,Pure Gold
10.3390/su10103634,10,jour.1046556,Sustainability,The Relationship between POC Export Efficiency and Primary Production: Opposite on the Shelf and Basin of the Northern South China Sea,article,10,2018,Pure Gold
10.1007/s12237-018-0469-5,,jour.1295073,Chesapeake Science,Recovery of Salt Marsh Invertebrates Following Habitat Restoration: Implications for Marsh Restoration in the Northern Gulf of Mexico,article,,2018,Hybrid
10.7717/peerj.5700,,jour.1136887,PeerJ,Regional differences in an established population of invasive Indo-Pacific lionfish (Pterois volitans and P. miles) in south Florida,article,6,2018,Pure Gold
10.1371/journal.pone.0204569,10,jour.1037553,PLoS ONE,"Managers, modelers, and measuring the impact of species distribution model uncertainty on marine zoning decisions",article,13,2018,Pure Gold
10.7717/peerj.5697,,jour.1136887,PeerJ,"Distribution of deep-water corals, sponges, and demersal fisheries landings in Southern California, USA: implications for conservation priorities",article,6,2018,Pure Gold
10.5194/bg-15-5847-2018,19,jour.1284254,Biogeosciences,"Reviews and syntheses: Ocean iron fertilization experiments – past, present, and future looking to a future Korean Iron Fertilization Experiment in the Southern Ocean (KIFES) project",article,15,2018,Pure Gold
10.1371/journal.pone.0205162,10,jour.1037553,PLoS ONE,Habitat complexity and benthic predator-prey interactions in Chesapeake Bay,article,13,2018,Pure Gold
10.1371/journal.pone.0204767,10,jour.1037553,PLoS ONE,Species identity matters when interpreting trophic markers in aquatic food webs,article,13,2018,Pure Gold
10.3390/rs10101590,10,jour.1049580,Remote Sensing,"Intercomparison of In-Situ and Remote Sensing Salinity Products in the Gulf of Mexico, a River-Influenced System",article,10,2018,Pure Gold
10.5194/acp-18-13925-2018,19,jour.1033685,Atmospheric Chemistry and Physics,Seasonal ozone vertical profiles over North America using the AQMEII3 group of air quality models: model inter-comparison and stratospheric intrusions,article,18,2018,Pure Gold
10.1242/jeb.187443,Pt 19,jour.1013500,Journal of Experimental Biology,Ocean acidification does not limit squid metabolism via blood oxygen supply,article,221,2018,Bronze
10.1139/cjfas-2017-0149,10,jour.1123393,Canadian Journal of Fisheries and Aquatic Sciences,Structural uncertainty in qualitative models for ecosystem-based management of Georges Bank,article,75,2018,"Green, Accepted"
10.1029/2018ja025367,10,jour.1052087,Journal of Geophysical Research Space Physics,TID Observations and Source Analysis During the 2017 Memorial Day Weekend Geomagnetic Storm Over North America,article,123,2018,"Green, Published"
10.1002/qj.3332,717,jour.1052095,Quarterly Journal of the Royal Meteorological Society,The generation of kinetic energy in tropical cyclones revisited,article,144,2018,"Green, Published"
10.1111/mms.12500,4,jour.1125418,Marine Mammal Science,"Distribution and abundance of beaked whales (Family Ziphiidae) Off Cape Hatteras, North Carolina, U.S.A.",article,34,2018,"Green, Accepted"
10.1175/jcli-d-18-0003.1,19,jour.1312082,Journal of Climate,Asian Summer Precipitation over the Past 544 Years Reconstructed by Merging Tree Rings and Historical Documentary Records Asian Summer Precipitation over the Past 544 Years Reconstructed by Merging Tree Rings and Historical Documentary Records,article,31,2018,Bronze
10.1175/jpo-d-17-0261.1,10,jour.1043113,Journal of Physical Oceanography,Instability-Driven Benthic Storms below the Separated Gulf Stream and the North Atlantic Current in a High-Resolution Ocean Model Instability-Driven Benthic Storms below the Separated Gulf Stream and the North Atlantic Current in a High-Resolution Ocean Model,article,48,2018,"Green, Accepted"
10.1175/jcli-d-18-0148.1,20,jour.1312082,Journal of Climate,Atlantic Control of the Late Nineteenth-Century Sahel Humid Period Atlantic Control of the Late Nineteenth-Century Sahel Humid Period,article,31,2018,"Green, Accepted"
10.1007/s10546-018-0361-7,1,jour.1049385,Boundary-Layer Meteorology,Thermal Structure of a Coastal–Urban Boundary Layer,article,169,2018,Hybrid
10.1029/2018ef000956,10,jour.1050542,Earth's Future,Analyses for High‐Resolution Projections Through the End of the 21st Century for Precipitation Extremes Over the United States,article,6,2018,Pure Gold
10.1007/s00190-017-1107-x,10,jour.1052480,Journal of Geodesy,"A high-precision digital astrogeodetic traverse in an area of steep geoid gradients close to the coast of Perth, Western Australia",article,92,2018,"Green, Submitted"
10.1098/rsos.171506,10,jour.1051026,Royal Society Open Science,Chronic exposure of Hawaii Island spinner dolphins (Stenella longirostris) to human activities,article,5,2018,Pure Gold
10.1109/oceans.2018.8604585,,,,Path Tracking Error Analysis for Underwater Glider Navigation in a Spatially and Temporally Varying Flow Field,proceeding,0,2018,"Green, Published"
10.1029/2018jc013987,10,jour.1052083,Journal of Geophysical Research Oceans,Ocean Stratification and Low Melt Rates at the Ross Ice Shelf Grounding Zone,article,123,2018,"Green, Accepted"
10.1175/jas-d-17-0375.1,10,jour.1136924,Journal of the Atmospheric Sciences,Observing the Tropical Atmosphere in Moisture Space Observing the Tropical Atmosphere in Moisture Space,article,75,2018,"Green, Submitted"
10.1111/mms.12488,4,jour.1125418,Marine Mammal Science,Clicks of dwarf sperm whales (Kogia sima),article,34,2018,"Green, Accepted"
10.1029/2018jc013950,10,jour.1052083,Journal of Geophysical Research Oceans,Impact of Seabed Resuspension on Oxygen and Nitrogen Dynamics in the Northern Gulf of Mexico: A Numerical Modeling Study,article,123,2018,Hybrid
10.1007/s41748-018-0054-x,2,jour.1290414,Earth Systems and Environment,Effect of Diwali Firecrackers on Air Quality and Aerosol Optical Properties over Mega City (Delhi) in India,article,2,2018,Bronze
10.1002/ecy.2429,10,jour.1005600,Ecology,Range expansion of tropical pyrosomes in the northeast Pacific Ocean,article,99,2018,Bronze
10.1029/2018jc014028,10,jour.1052083,Journal of Geophysical Research Oceans,Snow Depth Retrieval on Arctic Sea Ice From Passive Microwave Radiometers—Improvements and Extensions to Multiyear Ice Using Lower Frequencies,article,123,2018,Hybrid
10.1111/jbi.13414,10,jour.1020344,Journal of Biogeography,Copepod diapause and the biogeography of the marine lipidscape,article,45,2018,Bronze
10.1029/2018pa003387,10,jour.1300470,Paleoceanography and Paleoclimatology,Variability in Coral‐Reconstructed Sea Surface Salinity Between the Northern and Southern Lombok Strait Linked to East Asian Winter Monsoon Mean State Reversals,article,33,2018,Hybrid
10.1038/s41559-018-0646-8,10,jour.1284474,Nature Ecology & Evolution,The political biogeography of migratory marine predators,article,2,2018,"Green, Submitted"
10.1175/jcli-d-18-0007.1,19,jour.1312082,Journal of Climate,The Influence of CO2 Forcing on North American Monsoon Moisture Surges The Influence of CO2 Forcing on North American Monsoon Moisture Surges,article,31,2018,"Green, Submitted"
10.1175/jcli-d-18-0010.1,20,jour.1312082,Journal of Climate,The Continuum of Drought in Southwestern North America The Continuum of Drought in Southwestern North America,article,31,2018,"Green, Accepted"
10.1016/j.marchem.2018.08.005,Nature 504 2013,jour.1120881,Marine Chemistry,Deciphering the dynamics of inorganic carbon export from intertidal salt marshes using high-frequency measurements,article,206,2018,Hybrid
10.1007/s41748-018-0049-7,2,jour.1290414,Earth Systems and Environment,Estimating the Mean Circulation and Water Exchange of the Gulf of Suez-Red Sea via a Validated One-Way Atmospheric-Hydrodynamic Coupled Model,article,2,2018,Bronze
10.1002/fee.1935,8,jour.1041988,Frontiers in Ecology and the Environment,Restoring the eastern oyster: how much progress has been made in 53 years?,article,16,2018,"Green, Submitted"
10.1007/s00382-017-4043-9,8-Jul,jour.1049631,Climate Dynamics,A process-level attribution of the annual cycle of surface temperature over the Maritime Continent,article,51,2018,Hybrid
10.1007/s10533-018-0503-5,1,jour.1124434,Biogeochemistry,Correction to: Iron sulfide formation on root surfaces controlled by the life cycle of wild rice (Zizania palustris),article,141,2018,Bronze
10.1007/s00267-018-1065-y,4,jour.1086396,Environmental Management,Adaptation Design Tool for Climate-Smart Management of Coral Reefs and Other Natural Resources,article,62,2018,Hybrid
10.1029/2017gb005855,10,jour.1026229,Global Biogeochemical Cycles,Seasonal Asymmetry in the Evolution of Surface Ocean pCO2 and pH Thermodynamic Drivers and the Influence on Sea‐Air CO2 Flux,article,32,2018,Hybrid
10.1002/ecs2.2433,10,jour.1047660,Ecosphere,Functional diversity metrics detect spatio‐temporal changes in the fish communities of a Caribbean marine protected area,article,9,2018,Pure Gold
10.1038/s41558-018-0263-1,10,jour.1044959,Nature Climate Change,Rapid coastal deoxygenation due to ocean circulation shift in the northwest Atlantic,article,8,2018,"Green, Accepted"
10.1016/j.ejrh.2018.09.001,J. Appl. Meteorol. Climatol. 55 4 2016,jour.1143319,Journal of Hydrology Regional Studies,Origins and variability of extreme precipitation in the Santa Ynez River Basin of Southern California,article,19,2018,Pure Gold
10.1111/mms.12507,4,jour.1125418,Marine Mammal Science,Stomach contents and diel diving behavior of melon‐headed whales (Peponocephala electra) in Hawaiian waters,article,34,2018,Bronze
10.1029/2018jc013825,10,jour.1052083,Journal of Geophysical Research Oceans,Transport of Pacific Water Into the Canada Basin and the Formation of the Chukchi Slope Current,article,123,2018,"Green, Published"
10.1121/1.5055216,4,jour.1081893,The Journal of the Acoustical Society of America,Diving behavior of Cuvier's beaked whales inferred from three-dimensional acoustic localization and tracking using a nested array of drifting hydrophone recorders.,article,144,2018,"Green, Accepted"
10.1126/sciadv.aau0049,10,jour.1051517,Science Advances,New generation of U.S. satellite microwave sounder achieves high radiometric stability performance for reliable climate change detection,article,4,2018,Pure Gold
10.1111/eva.12676,9,jour.1039394,Evolutionary Applications,Genomic signatures of environmental selection despite near‐panmixia in summer flounder,article,11,2018,Pure Gold
10.1175/jcli-d-18-0184.1,19,jour.1312082,Journal of Climate,Distinct Mechanisms of Decadal Subsurface Heat Content Variations in the Eastern and Western Indian Ocean Modulated by Tropical Pacific SST Distinct Mechanisms of Decadal Subsurface Heat Content Variations in the Eastern and Western Indian Ocean Modulated by Tropical Pacific SST,article,31,2018,"Green, Submitted"
10.1029/2018wr022726,10,jour.1081604,Water Resources Research,Precise Temporal Disaggregation Preserving Marginals and Correlations (DiPMaC) for Stationary and Nonstationary Processes,article,54,2018,"Green, Published"
10.1103/physrevlett.121.144501,14,jour.1018277,Physical Review Letters,Bubble Bursting: Universal Cavity and Jet Profiles,article,121,2018,"Green, Submitted"
10.3390/ijgi7100392,10,jour.1049476,ISPRS International Journal of Geo-Information,Automated Identification of Discrepancies between Nautical Charts and Survey Soundings,article,7,2018,Pure Gold
10.1098/rsta.2017.0344,2129,jour.1312330,Philosophical Transactions of The Royal Society A Mathematical Physical and Engineering Sciences,Quality control for community-based sea-ice model development,article,376,2018,Hybrid
10.1029/2018gl079341,18,jour.1126650,Geophysical Research Letters,Western Pacific Oceanic Heat Content: A Better Predictor of La Niña Than of El Niño,article,45,2018,"Green, Accepted"
10.1029/2018jd028588,18,jour.1126745,Journal of Geophysical Research Atmospheres,High Summertime Aerosol Loadings Over the Arabian Sea and Their Transport Pathways,article,123,2018,"Green, Published"
10.5194/gmd-11-3833-2018,9,jour.1138595,Geoscientific Model Development Discussions,SALSA2.0: The sectional aerosol module of the aerosol–chemistry–climate model ECHAM6.3.0-HAM2.3-MOZ1.0,article,11,2018,Pure Gold
10.1155/2018/2601346,,jour.1139499,Advances in Meteorology,Surface Thermodynamic Gradients Associated with Gulf of Mexico Sea-Breeze Fronts,article,2018,2018,Pure Gold
10.3390/jmse6040109,4,jour.1047907,Journal of Marine Science and Engineering,A Hybrid Lagrangian–Eulerian Particle Model for Ecosystem Simulation,article,6,2018,Pure Gold
10.3390/rs10101539,10,jour.1049580,Remote Sensing,Decadal Changes of Earth’s Outgoing Longwave Radiation,article,10,2018,Pure Gold
10.3390/rs10101540,10,jour.1049580,Remote Sensing,Real-Time Monitoring of Crop Phenology in the Midwestern United States Using VIIRS Observations,article,10,2018,Pure Gold
10.1371/journal.pone.0203536,9,jour.1037553,PLoS ONE,"Projected impacts of future climate change, ocean acidification, and management on the US Atlantic sea scallop (Placopecten magellanicus) fishery",article,13,2018,Pure Gold
10.3389/fmars.2018.00328,,jour.1050424,Frontiers in Marine Science,"An Alternative to Static Climatologies: Robust Estimation of Open Ocean CO2 Variables and Nutrient Concentrations From T, S, and O2 Data Using Bayesian Neural Networks",article,5,2018,Pure Gold
10.5194/tc-12-2955-2018,9,jour.1138823,The Cryosphere,Stopping the flood: could we use targeted geoengineering to mitigate sea level rise?,article,12,2018,Pure Gold
10.3389/fmars.2018.00314,,jour.1050424,Frontiers in Marine Science,Research Priorities to Support Effective Manta and Devil Ray Conservation,article,5,2018,Pure Gold
10.1029/2018jd028585,17,jour.1126745,Journal of Geophysical Research Atmospheres,An Accurate Method for Correcting Spectral Convolution Errors in Intercalibration of Broadband and Hyperspectral Sensors,article,123,2018,Hybrid
10.1029/2018jd029006,17,jour.1126745,Journal of Geophysical Research Atmospheres,Variations of Thunderstorm Charge Structures in West Texas on 4 June 2012,article,123,2018,Hybrid
10.1029/2018jd028940,17,jour.1126745,Journal of Geophysical Research Atmospheres,Sea Breeze Sensitivity to Coastal Upwelling and Synoptic Flow Using Lagrangian Methods,article,123,2018,Hybrid
10.1029/2018gl077019,17,jour.1126650,Geophysical Research Letters,Linking Glacial‐Interglacial States to Multiple Equilibria of Climate,article,45,2018,"Green, Accepted"
10.1029/2018gl079203,17,jour.1126650,Geophysical Research Letters,Diversity of ENSO Events Unified by Convective Threshold Sea Surface Temperature: A Nonlinear ENSO Index,article,45,2018,"Green, Submitted"
10.5194/acp-18-13265-2018,17,jour.1033685,Atmospheric Chemistry and Physics,Changes in the aerosol direct radiative forcing from 2001 to 2015: observational constraints and regional mechanisms,article,18,2018,Pure Gold
10.5194/acp-2018-821,,jour.1047552,Atmospheric Chemistry and Physics Discussions,Free Tropospheric Aerosols at the Mt. Bachelor Observatory: More Oxidized and Higher Sulfate Content Compared to Boundary Layer Aerosols,article,,2018,Pure Gold
10.3389/fmars.2018.00320,,jour.1050424,Frontiers in Marine Science,Simulating Effects of Variable Stoichiometry and Temperature on Mixotrophy in the Harmful Dinoflagellate Karlodinium veneficum,article,5,2018,Pure Gold
10.1128/mra.01033-18,9,jour.1047634,Microbiology Resource Announcements,Metagenomic Assembly and Prokaryotic Metagenome-Assembled Genome Sequences from the Northern Gulf of Mexico “Dead Zone”,article,7,2018,Hybrid
10.3791/58213,139,jour.1038900,Journal of Visualized Experiments,Design and Use of an Apparatus for Quantifying Bivalve Suspension Feeding at Sea.,article,,2018,Bronze
10.3390/rs10091406,9,jour.1049580,Remote Sensing,JAXA High-Resolution Land Use/Land Cover Map for Central Vietnam in 2007 and 2017,article,10,2018,Pure Gold
10.1080/24694452.2018.1426436,5,jour.1120577,Annals of the American Association of Geographers,Examining the Effects of Objective Hurricane Risks and Community Resilience on Risk Perceptions of Hurricanes at the County Level in the U.S. Gulf Coast: An Innovative Approach,article,108,2018,"Green, Submitted"
10.3390/atmos9090343,9,jour.1045241,Atmosphere,The Characteristics and Contributing Factors of Air Pollution in Nanjing: A Case Study Based on an Unmanned Aerial Vehicle Experiment and Multiple Datasets,article,9,2018,Pure Gold
10.1175/mwr-d-17-0396.1,9,jour.1136879,Monthly Weather Review,What Is the Added Value of a Convection-Permitting Model for Forecasting Extreme Rainfall over Tropical East Africa? What Is the Added Value of a Convection-Permitting Model for Forecasting Extreme Rainfall over Tropical East Africa?,article,146,2018,Hybrid
10.1029/2018sw001881,9,jour.1052097,Space Weather,O+ Escape During the Extreme Space Weather Event of 4–10 September 2017,article,16,2018,"Green, Published"
10.1007/s11284-018-1588-y,5,jour.1312370,Ecological Research,Xylem embolism refilling and resilience against drought-induced mortality in woody plants: processes and trade-offs,article,33,2018,"Green, Published"
10.1002/ece3.4417,17,jour.1045551,Ecology and Evolution,Genomic islands of divergence in the Yellow Tang and the Brushtail Tang Surgeonfishes,article,8,2018,Pure Gold
10.1111/1462-2920.14281,9,jour.1020821,Environmental Microbiology,Fecal pollution: new trends and challenges in microbial source tracking using next‐generation sequencing,article,20,2018,Bronze
10.1590/0102-7786333007,3,jour.1141540,Revista Brasileira de Meteorologia,Interannual and Intraseasonal Variations of the Onset and Demise of the Pre-Wet Season and the Wet Season in the Northern Northeast Brazil,article,33,2018,Pure Gold
10.25226/bboc.v138i3.2018.a2,3,jour.1036862,Bulletin of the British Ornithologists Club,"An update on the inventory, distribution and residency status of bird species in Guatemala",article,138,2018,Hybrid
10.1016/j.marpol.2018.03.005,ICES J. Mar. Sci. 2017,jour.1052491,Marine Policy,Predicting the economic impacts of the 2017 West Coast salmon troll ocean fishery closure,article,95,2018,"Green, Submitted"
10.1139/juvs-2018-0001,3,jour.1150302,Journal of Unmanned Vehicle Systems,Comparing manned to unmanned aerial surveys for cetacean monitoring in the Arctic: methods and operational results1,article,6,2018,Hybrid
10.1007/s12237-017-0261-y,Suppl 1,jour.1295073,Chesapeake Science,Integrating Regional Management Needs into a Mid-Atlantic Shorelines Research Project,article,41,2018,Hybrid
